2022-08-20T07:30:00.0000000Z,0
2022-08-20T07:31:00.0000000Z,0
2022-08-20T07:32:00.0000000Z,0
2022-08-20T07:33:00.0000000Z,0
2022-08-20T07:34:00.0000000Z,0
2022-08-20T07:35:00.0000000Z,0
2022-08-20T07:36:00.0000000Z,0
2022-08-20T07:37:00.0000000Z,0
2022-08-20T07:38:00.0000000Z,0.08
2022-08-20T07:39:00.0000000Z,0.06
2022-08-20T07:40:00.0000000Z,0.295
2022-08-20T07:41:00.0000000Z,0.06
2022-08-20T07:42:00.0000000Z,0
2022-08-20T07:43:00.0000000Z,2.395
2022-08-20T07:44:00.0000000Z,0.095
2022-08-20T07:45:00.0000000Z,0.045
2022-08-20T07:46:00.0000000Z,0.03
2022-08-20T07:47:00.0000000Z,0
2022-08-20T07:48:00.0000000Z,0
2022-08-20T07:49:00.0000000Z,0
2022-08-20T07:50:00.0000000Z,0
2022-08-20T07:51:00.0000000Z,0
2022-08-20T07:52:00.0000000Z,0
2022-08-20T07:53:00.0000000Z,0.145
2022-08-20T07:54:00.0000000Z,0.06
2022-08-20T07:55:00.0000000Z,0.045
2022-08-20T07:56:00.0000000Z,0.06
2022-08-20T07:57:00.0000000Z,0
2022-08-20T07:58:00.0000000Z,1.145
2022-08-20T07:59:00.0000000Z,0.06
2022-08-20T08:00:00.0000000Z,0
2022-08-20T08:01:00.0000000Z,0.11
2022-08-20T08:02:00.0000000Z,0.03
2022-08-20T08:03:00.0000000Z,0
2022-08-20T08:04:00.0000000Z,0
2022-08-20T08:05:00.0000000Z,0
2022-08-20T08:06:00.0000000Z,0
2022-08-20T08:07:00.0000000Z,0.145
2022-08-20T08:08:00.0000000Z,60.025
2022-08-20T08:09:00.0000000Z,124.21
2022-08-20T08:10:00.0000000Z,0.29
2022-08-20T08:11:00.0000000Z,0.045
2022-08-20T08:12:00.0000000Z,0.03
2022-08-20T08:13:00.0000000Z,4.03
2022-08-20T08:14:00.0000000Z,0.36
2022-08-20T08:15:00.0000000Z,0.045
2022-08-20T08:16:00.0000000Z,0.03
2022-08-20T08:17:00.0000000Z,0
2022-08-20T08:18:00.0000000Z,0
2022-08-20T08:19:00.0000000Z,0
2022-08-20T08:20:00.0000000Z,0
2022-08-20T08:21:00.0000000Z,0
2022-08-20T08:22:00.0000000Z,0
2022-08-20T08:23:00.0000000Z,0
2022-08-20T08:24:00.0000000Z,0
2022-08-20T08:25:00.0000000Z,0
2022-08-20T08:26:00.0000000Z,0
2022-08-20T08:27:00.0000000Z,0
2022-08-20T08:28:00.0000000Z,2.165
2022-08-20T08:29:00.0000000Z,0.045
2022-08-20T08:30:00.0000000Z,0.03
2022-08-20T08:31:00.0000000Z,0
2022-08-20T08:32:00.0000000Z,0
2022-08-20T08:33:00.0000000Z,0
2022-08-20T08:34:00.0000000Z,0
2022-08-20T08:35:00.0000000Z,0
2022-08-20T08:36:00.0000000Z,0
2022-08-20T08:37:00.0000000Z,0
2022-08-20T08:38:00.0000000Z,0
2022-08-20T08:39:00.0000000Z,0
2022-08-20T08:40:00.0000000Z,0
2022-08-20T08:41:00.0000000Z,0
2022-08-20T08:42:00.0000000Z,0.11
2022-08-20T08:43:00.0000000Z,2.895
2022-08-20T08:44:00.0000000Z,0.06
2022-08-20T08:45:00.0000000Z,0.11
2022-08-20T08:46:00.0000000Z,0.03
2022-08-20T08:47:00.0000000Z,0
2022-08-20T08:48:00.0000000Z,0
2022-08-20T08:49:00.0000000Z,0
2022-08-20T08:50:00.0000000Z,0
2022-08-20T08:51:00.0000000Z,0
2022-08-20T08:52:00.0000000Z,0.215
2022-08-20T08:53:00.0000000Z,0.11
2022-08-20T08:54:00.0000000Z,0.21
2022-08-20T08:55:00.0000000Z,0.195
2022-08-20T08:56:00.0000000Z,0.045
2022-08-20T08:57:00.0000000Z,0.11
2022-08-20T08:58:00.0000000Z,3.545
2022-08-20T08:59:00.0000000Z,0.045
2022-08-20T09:00:00.0000000Z,0.03
2022-08-20T09:01:00.0000000Z,0.08
2022-08-20T09:02:00.0000000Z,0.06
2022-08-20T09:03:00.0000000Z,0.075
2022-08-20T09:04:00.0000000Z,0.03
2022-08-20T09:05:00.0000000Z,0
2022-08-20T09:06:00.0000000Z,0
2022-08-20T09:07:00.0000000Z,0
2022-08-20T09:08:00.0000000Z,0
2022-08-20T09:09:00.0000000Z,0
2022-08-20T09:10:00.0000000Z,0
2022-08-20T09:11:00.0000000Z,0.065
2022-08-20T09:12:00.0000000Z,0.045
2022-08-20T09:13:00.0000000Z,3.91
2022-08-20T09:14:00.0000000Z,0.045
2022-08-20T09:15:00.0000000Z,0.03
2022-08-20T09:16:00.0000000Z,0
2022-08-20T09:17:00.0000000Z,0
2022-08-20T09:18:00.0000000Z,0
2022-08-20T09:19:00.0000000Z,0.08
2022-08-20T09:20:00.0000000Z,0.06
2022-08-20T09:21:00.0000000Z,0
2022-08-20T09:22:00.0000000Z,0
2022-08-20T09:23:00.0000000Z,0
2022-08-20T09:24:00.0000000Z,0
2022-08-20T09:25:00.0000000Z,0
2022-08-20T09:26:00.0000000Z,0.175
2022-08-20T09:27:00.0000000Z,0.11
2022-08-20T09:28:00.0000000Z,1.925
2022-08-20T09:29:00.0000000Z,0.06
2022-08-20T09:30:00.0000000Z,0
2022-08-20T09:31:00.0000000Z,0
2022-08-20T09:32:00.0000000Z,0
2022-08-20T09:33:00.0000000Z,0
2022-08-20T09:34:00.0000000Z,0
2022-08-20T09:35:00.0000000Z,0
2022-08-20T09:36:00.0000000Z,0
2022-08-20T09:37:00.0000000Z,0
2022-08-20T09:38:00.0000000Z,0
2022-08-20T09:39:00.0000000Z,0.225
2022-08-20T09:40:00.0000000Z,0.06
2022-08-20T09:41:00.0000000Z,0
2022-08-20T09:42:00.0000000Z,0
2022-08-20T09:43:00.0000000Z,3.63
2022-08-20T09:44:00.0000000Z,0.08
2022-08-20T09:45:00.0000000Z,0.13
2022-08-20T09:46:00.0000000Z,0.06
2022-08-20T09:47:00.0000000Z,0.125
2022-08-20T09:48:00.0000000Z,0.31
2022-08-20T09:49:00.0000000Z,0.08
2022-08-20T09:50:00.0000000Z,0.045
2022-08-20T09:51:00.0000000Z,0.03
2022-08-20T09:52:00.0000000Z,0.165
2022-08-20T09:53:00.0000000Z,0.095
2022-08-20T09:54:00.0000000Z,0.18
2022-08-20T09:55:00.0000000Z,0.06
2022-08-20T09:56:00.0000000Z,0
2022-08-20T09:57:00.0000000Z,0
2022-08-20T09:58:00.0000000Z,4.13
2022-08-20T09:59:00.0000000Z,0.045
2022-08-20T10:00:00.0000000Z,0.03
2022-08-20T10:01:00.0000000Z,0.175
2022-08-20T10:02:00.0000000Z,0.06
2022-08-20T10:03:00.0000000Z,0
2022-08-20T10:04:00.0000000Z,0
2022-08-20T10:05:00.0000000Z,0
2022-08-20T10:06:00.0000000Z,0
2022-08-20T10:07:00.0000000Z,0
2022-08-20T10:08:00.0000000Z,0
2022-08-20T10:09:00.0000000Z,0.145
2022-08-20T10:10:00.0000000Z,0.045
2022-08-20T10:11:00.0000000Z,0.03
2022-08-20T10:12:00.0000000Z,0.145
2022-08-20T10:13:00.0000000Z,3.41
2022-08-20T10:14:00.0000000Z,0.03
2022-08-20T10:15:00.0000000Z,0.03
2022-08-20T10:16:00.0000000Z,0
2022-08-20T10:17:00.0000000Z,0
2022-08-20T10:18:00.0000000Z,0
2022-08-20T10:19:00.0000000Z,0
2022-08-20T10:20:00.0000000Z,0
2022-08-20T10:21:00.0000000Z,0
2022-08-20T10:22:00.0000000Z,0.045
2022-08-20T10:23:00.0000000Z,0.06
2022-08-20T10:24:00.0000000Z,0
2022-08-20T10:25:00.0000000Z,0
2022-08-20T10:26:00.0000000Z,0
2022-08-20T10:27:00.0000000Z,0.145
2022-08-20T10:28:00.0000000Z,3.325
2022-08-20T10:29:00.0000000Z,0.045
2022-08-20T10:30:00.0000000Z,0.03
2022-08-20T10:31:00.0000000Z,0
2022-08-20T10:32:00.0000000Z,0
2022-08-20T10:33:00.0000000Z,0
2022-08-20T10:34:00.0000000Z,0
2022-08-20T10:35:00.0000000Z,0
2022-08-20T10:36:00.0000000Z,0
2022-08-20T10:37:00.0000000Z,0
2022-08-20T10:38:00.0000000Z,0
2022-08-20T10:39:00.0000000Z,0
2022-08-20T10:40:00.0000000Z,0
2022-08-20T10:41:00.0000000Z,0
2022-08-20T10:42:00.0000000Z,0
2022-08-20T10:43:00.0000000Z,0.865
2022-08-20T10:44:00.0000000Z,0.045
2022-08-20T10:45:00.0000000Z,0.03
2022-08-20T10:46:00.0000000Z,0
2022-08-20T10:47:00.0000000Z,0
2022-08-20T10:48:00.0000000Z,0.08
2022-08-20T10:49:00.0000000Z,0.06
2022-08-20T10:50:00.0000000Z,0
2022-08-20T10:51:00.0000000Z,0
2022-08-20T10:52:00.0000000Z,0
2022-08-20T10:53:00.0000000Z,0
2022-08-20T10:54:00.0000000Z,0.18
2022-08-20T10:55:00.0000000Z,0.03
2022-08-20T10:56:00.0000000Z,0
2022-08-20T10:57:00.0000000Z,0
2022-08-20T10:58:00.0000000Z,2.13
2022-08-20T10:59:00.0000000Z,0.045
2022-08-20T11:00:00.0000000Z,0.03
2022-08-20T11:01:00.0000000Z,0.08
2022-08-20T11:02:00.0000000Z,0.11
2022-08-20T11:03:00.0000000Z,0.11
2022-08-20T11:04:00.0000000Z,0.06
2022-08-20T11:05:00.0000000Z,0
2022-08-20T11:06:00.0000000Z,0
2022-08-20T11:07:00.0000000Z,0
2022-08-20T11:08:00.0000000Z,0
2022-08-20T11:09:00.0000000Z,0
2022-08-20T11:10:00.0000000Z,0.045
2022-08-20T11:11:00.0000000Z,0.06
2022-08-20T11:12:00.0000000Z,0
2022-08-20T11:13:00.0000000Z,4.18
2022-08-20T11:14:00.0000000Z,0.045
2022-08-20T11:15:00.0000000Z,0.03
2022-08-20T11:16:00.0000000Z,0
2022-08-20T11:17:00.0000000Z,0
2022-08-20T11:18:00.0000000Z,0
2022-08-20T11:19:00.0000000Z,0
2022-08-20T11:20:00.0000000Z,0
2022-08-20T11:21:00.0000000Z,0
2022-08-20T11:22:00.0000000Z,0
2022-08-20T11:23:00.0000000Z,0
2022-08-20T11:24:00.0000000Z,0
2022-08-20T11:25:00.0000000Z,0
2022-08-20T11:26:00.0000000Z,0
2022-08-20T11:27:00.0000000Z,0
2022-08-20T11:28:00.0000000Z,0.58
2022-08-20T11:29:00.0000000Z,0.045
2022-08-20T11:30:00.0000000Z,0.03
2022-08-20T11:31:00.0000000Z,0
2022-08-20T11:32:00.0000000Z,0
2022-08-20T11:33:00.0000000Z,0
2022-08-20T11:34:00.0000000Z,0
2022-08-20T11:35:00.0000000Z,0
2022-08-20T11:36:00.0000000Z,0
2022-08-20T11:37:00.0000000Z,0
2022-08-20T11:38:00.0000000Z,0
2022-08-20T11:39:00.0000000Z,0
2022-08-20T11:40:00.0000000Z,0
2022-08-20T11:41:00.0000000Z,0
2022-08-20T11:42:00.0000000Z,0
2022-08-20T11:43:00.0000000Z,0.815
2022-08-20T11:44:00.0000000Z,0.045
2022-08-20T11:45:00.0000000Z,0.03
2022-08-20T11:46:00.0000000Z,0
2022-08-20T11:47:00.0000000Z,0
2022-08-20T11:48:00.0000000Z,0
2022-08-20T11:49:00.0000000Z,0
2022-08-20T11:50:00.0000000Z,0
2022-08-20T11:51:00.0000000Z,0
2022-08-20T11:52:00.0000000Z,0
2022-08-20T11:53:00.0000000Z,0
2022-08-20T11:54:00.0000000Z,0.595
2022-08-20T11:55:00.0000000Z,0.06
2022-08-20T11:56:00.0000000Z,0
2022-08-20T11:57:00.0000000Z,0
2022-08-20T11:58:00.0000000Z,0.68
